file,offset,budget,pinned,japanese,english
06242.sfm,0x1E9,10,,時間切れね,Time's up.
06243.sfm,0xBE,10,,この曲は？,What's this song?
06243.sfm,0xC9,4,,残念,Too bad.
06243.sfm,0xCE,6,,正解！,Correct!
06243.sfm,0xD5,8,,時間切れ,Time's up.
06243.sfm,0xDE,16,,この曲はなんだ？,What's this song?
06243.sfm,0xEF,6,,違うよ,Wrong.
06243.sfm,0xF6,12,,時間切れだね,Time's up.
06243.sfm,0x103,28,,この曲の名前はなんでしょう？,What's the name of this song?
06243.sfm,0x120,6,,違うわ,Wrong.
06243.sfm,0x127,6,,正解ね,Correct.
06243.sfm,0x12E,10,,時間切れね,Time's up.
06243.sfm,0x139,22,,この曲の名前はなんだ？,What's the name of this song?
06243.sfm,0x150,8,,違うって,Nope.
06243.sfm,0x159,8,,正解だ！,Correct!
06243.sfm,0x162,12,,時間切れだな,Time's up.
06243.sfm,0x16F,16,,この曲の名前は？,What's the name of this song?
06243.sfm,0x180,6,,違う！,Wrong!
06243.sfm,0x187,6,,正解だ,Correct.
06243.sfm,0x18E,10,,時間切れだ,Time's up.
06243.sfm,0x199,24,,この曲は何かわかるかい？,Do you know what this song is?
06243.sfm,0x1B2,8,,正解だよ,Correct!
06243.sfm,0x1BB,16,,この曲名を答えよ,Name this song.
06243.sfm,0x1CC,8,,違うわね,Wrong.
06243.sfm,0x1D5,8,,正解ね！,Correct!
06244.sfm,0xBE,12,,この音は何？,What's this sound?
06244.sfm,0xCB,4,,残念,Too bad.
06244.sfm,0xD0,6,,正解！,Correct!
06244.sfm,0xD7,8,,時間切れ,Time's up.
06244.sfm,0xE0,16,,この音は何の音？,What sound is this?
06244.sfm,0xF1,6,,違うよ,Wrong.
06244.sfm,0xF8,12,,時間切れだね,Time's up.
06244.sfm,0x105,24,,この音は何の音でしょう？,What sound is this?
06244.sfm,0x11E,6,,違うわ,Wrong.
06244.sfm,0x125,6,,正解ね,Correct.
06244.sfm,0x12C,10,,時間切れね,Time's up.
06244.sfm,0x137,14,,この音は何だ？,What's this sound?
06244.sfm,0x146,8,,違うって,Nope.
06244.sfm,0x14F,8,,正解だ！,Correct!
06244.sfm,0x158,12,,時間切れだな,Time's up.
06244.sfm,0x165,18,,この音は何の音だ？,What sound is this?
06244.sfm,0x178,6,,違う！,Wrong!
06244.sfm,0x17F,6,,正解だ,Correct.
06244.sfm,0x186,10,,時間切れだ,Time's up.
06244.sfm,0x191,28,,この音は何の音かわかるかい？,Do you know what sound this is?
06244.sfm,0x1AE,10,,正解だよ！,Correct!
06244.sfm,0x1B9,18,,この音は何か答えよ,Name this sound.
06244.sfm,0x1CC,8,,違うわね,Wrong.
06245.sfm,0xBE,12,,この声は誰？,Whose voice is this?
06245.sfm,0xCB,4,,残念,Too bad.
06245.sfm,0xD0,6,,正解！,Correct!
06245.sfm,0xD7,8,,時間切れ,Time's up.
06245.sfm,0xE0,16,,この声は誰かな？,Whose voice is this?
06245.sfm,0xF1,6,,違うよ,Wrong.
06245.sfm,0xF8,12,,時間切れだね,Time's up.
06245.sfm,0x105,20,,この声は誰でしょう？,Whose voice is this?
06245.sfm,0x11A,6,,違うわ,Wrong.
06245.sfm,0x121,6,,正解ね,Correct.
06245.sfm,0x128,10,,時間切れね,Time's up.
06245.sfm,0x133,22,,この声は誰かわかるか？,Know whose voice this is?
06245.sfm,0x14A,8,,違うって,Nope.
06245.sfm,0x153,6,,正解だ,Correct.
06245.sfm,0x15A,12,,時間切れだな,Time's up.
06245.sfm,0x167,14,,この声は誰だ？,Whose voice is this?
06245.sfm,0x176,6,,違う！,Wrong!
06245.sfm,0x17D,10,,時間切れだ,Time's up.
06245.sfm,0x188,24,,この声は誰かわかるかい？,Do you know whose voice this is?
06245.sfm,0x1A1,8,,正解だね,Correct.
06245.sfm,0x1AA,18,,この声は誰か答えよ,Say whose voice this is.
06245.sfm,0x1BD,8,,違うわよ,Wrong.
06245.sfm,0x1C6,16,,時間切れみたいね,Looks like time's up.
06252.sfm,0xC9,12,,これでどう？,How's this?
06252.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06252.sfm,0xE7,36,,アップルグミの色はどんな感じだった？,What did the color of the Apple Gummy look like?
06252.sfm,0x10C,6,,正解だ,Correct.
06252.sfm,0x113,8,,違うって,Nope.
06252.sfm,0x11C,12,,正解はこうだ,This is the answer.
06252.sfm,0x129,12,,時間切れだな,Time's up.
06253.sfm,0xC9,12,,これでどう？,How's this?
06253.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06253.sfm,0xE7,34,,レモングミの色はどんな感じだった？,What did the color of the Lemon Gummy look like?
06253.sfm,0x10A,6,,正解だ,Correct.
06253.sfm,0x111,8,,違うって,Nope.
06253.sfm,0x11A,12,,正解はこうだ,This is the answer.
06253.sfm,0x127,12,,時間切れだな,Time's up.
06254.sfm,0xC9,12,,これでどう？,How's this?
06254.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06254.sfm,0xE7,34,,マグログミの色はどんな感じだった？,What did the color of the Tuna Gummy look like?
06254.sfm,0x10A,6,,正解だ,Correct.
06254.sfm,0x111,8,,違うって,Nope.
06254.sfm,0x11A,12,,正解はこうだ,This is the answer.
06254.sfm,0x127,12,,時間切れだな,Time's up.
06255.sfm,0xC9,12,,これでどう？,How's this?
06255.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06255.sfm,0xFE,6,,正解だ,Correct.
06255.sfm,0x105,26,,おまえの母親じゃないのか？,Isn't that your mother?
06255.sfm,0x120,12,,正解はこうだ,This is the answer.
06255.sfm,0x12D,12,,時間切れだな,Time's up.
06256.sfm,0xC9,12,,これでどう？,How's this?
06256.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06256.sfm,0x106,6,,正解だ,Correct.
06256.sfm,0x10D,6,,違うな,Wrong.
06256.sfm,0x114,12,,正解はこうだ,This is the answer.
06256.sfm,0x121,12,,時間切れだな,Time's up.
06257.sfm,0xC9,12,,これでどう？,How's this?
06257.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06257.sfm,0x100,6,,正解だ,Correct.
06257.sfm,0x107,6,,違うな,Wrong.
06257.sfm,0x10E,12,,正解はこうだ,This is the answer.
06257.sfm,0x11B,12,,時間切れだな,Time's up.
06258.sfm,0xC9,12,,これでどう？,How's this?
06258.sfm,0xD6,16,,え！もう終わり!?,Huh! Already over!?
06258.sfm,0xFF,10,,るんだよ！,you know!
06258.sfm,0x10A,8,,正解だね,Correct.
06258.sfm,0x113,12,,違うと思うよ,I think that's wrong.
06258.sfm,0x120,14,,正解はこうだよ,This is the answer.
06258.sfm,0x12F,12,,時間切れだね,Time's up.
06262.sfm,0x1B4,6,,　９個, 9
06262.sfm,0x1BB,6,,１０個,10
06262.sfm,0x1C2,6,,１１個,11
06262.sfm,0x1C9,6,,　６個, 6
06262.sfm,0x1D0,25,,"アップルグミの
数は何個？","How many Apple
Gummies are there?"
06262.sfm,0x1EA,21,,"やれば
できるじゃない","See, you can do it
if you try."
06262.sfm,0x200,21,,"集中力が
足りないわね","You lack
focus."
06262.sfm,0x216,19,,"サンプルに
するわよ","I'll make you
a sample."
06262.sfm,0x22A,17,,"マジメに
数えた？","Did you count
properly?"
06262.sfm,0x23C,195,,時間切れよ,Time's up.
06262.sfm,0x62134,4,,９個,9
06262.sfm,0x62139,4,,７個,7
06262.sfm,0x6213E,4,,８個,8
06263.sfm,0x1B4,6,,　９個, 9
06263.sfm,0x1BB,6,,１０個,10
06263.sfm,0x1C2,6,,１１個,11
06263.sfm,0x1C9,6,,　６個, 6
06263.sfm,0x1D0,53,,"アップルグミ
オレンジグミ
レモングミ
全部で何ガルド？","Apple Gummy,
Orange Gummy,
Lemon Gummy.
How much Gald in total?"
06263.sfm,0x206,21,,"やれば
できるじゃない","See, you can do it
if you try."
06263.sfm,0x21C,21,,"集中力が
足りないわね","You lack
focus."
06263.sfm,0x232,19,,"サンプルに
するわよ","I'll make you
a sample."
06263.sfm,0x246,17,,"マジメに
数えた？","Did you count
properly?"
06263.sfm,0x258,167,yes,時間切れよ,Time's up.
06263.sfm,0x15C74,18,,<0B:00000001>%dガルド<0B:00000000>,<0B:00000001>%d Gald<0B:00000000>
06263.sfm,0x15C87,8,,%dガルド,%d Gald
06264.sfm,0x1B4,10,,チェルシー,Chelsea
06264.sfm,0x1BF,8,,メルディ,Meredy
06264.sfm,0x1C8,8,,アーチェ,Arche
06264.sfm,0x1D7,12,,これは誰だ？,Who is this?
06264.sfm,0x1E4,12,,まぁ当然だな,"Well, naturally."
06264.sfm,0x1F1,28,yes,わからないのも、無理はないな,No wonder you don't know.
06264.sfm,0x213,236,,やる気がないのか？,Not even trying?
06265.sfm,0x1B4,10,,どくかます,Poison Barracuda
06265.sfm,0x1BF,10,,どくさんま,Poison Saury
06265.sfm,0x1CA,10,,どくざます,Poison Zamasu
06265.sfm,0x1DB,20,,この魚の名前は何だ？,What's the name of this fish?
06265.sfm,0x1F0,12,,まぁ当然だな,"Well, naturally."
06265.sfm,0x1FD,16,,さんまに毒はない,Saury isn't poisonous.
06265.sfm,0x20E,30,,ざます、などという魚はいないな,There's no such fish as a 'zamasu'.
06265.sfm,0x232,205,,やる気がないのか？,Not even trying?
06266.sfm,0x1B4,16,,グリーンスライム,Green Slime
06266.sfm,0x1C5,8,,そらまめ,Broad Beans
06266.sfm,0x1CE,12,,ミラクルグミ,Miracle Gummy
06266.sfm,0x1DB,10,,マグログミ,Tuna Gummy
06266.sfm,0x1E6,12,,オベロナミン,Oberonamin
06266.sfm,0x1F3,14,,スペシャルグミ,Special Gummy
06266.sfm,0x202,14,,ワンダフルグミ,Wonderful Gummy
06266.sfm,0x211,12,,ウルトラグミ,Ultra Gummy
06266.sfm,0x21E,24,,これがなにか、わかるか？,Do you know what this is?
06266.sfm,0x237,14,,よくわかったな,You got it.
06266.sfm,0x258,2,yes,？,?
06266.sfm,0x25B,8,yes,あまいな,Naive.
06266.sfm,0x264,16,yes,そんなグミはない,No such gummy.
06266.sfm,0x275,138,,お前の力は、この程度か,Is this the extent of your power?
06267.sfm,0x1B4,4,, Ａ ,A
06267.sfm,0x1B9,4,, Ｄ ,D
06267.sfm,0x1BE,4,, Ｂ ,B
06267.sfm,0x1C3,4,, Ｃ ,C
06267.sfm,0x1C8,4,, Ｅ ,E
06267.sfm,0x1CD,4,, Ｆ ,F
06267.sfm,0x1D2,29,,"セインガルドの兵士は
どれだ？","Which one is the
Seinegald soldier?"
06267.sfm,0x1F0,6,,やるな,Not bad.
06267.sfm,0x1F7,4,,フッ,Hmph.
06267.sfm,0x1FC,10,,あまいなっ,Naive.
06267.sfm,0x207,248,yes,やる気がないのか？,Not even trying?
06268.sfm,0x1B4,4,, Ｄ ,D
06268.sfm,0x1B9,4,, Ａ ,A
06268.sfm,0x1BE,4,, Ｂ ,B
06268.sfm,0x1C3,4,, Ｃ ,C
06268.sfm,0x1C8,4,, Ｅ ,E
06268.sfm,0x1CD,4,, Ｆ ,F
06268.sfm,0x1D2,31,,"ハイデルベルグの門番は
どれだ？","Which one is the
Heidelberg gatekeeper?"
06268.sfm,0x1F2,6,,やるな,Not bad.
06268.sfm,0x1F9,4,,フッ,Hmph.
06268.sfm,0x1FE,10,,あまいなっ,Naive.
06268.sfm,0x209,246,,やる気がないのか？,Not even trying?
06269.sfm,0x1B4,8,,カーカー,Caw-Caw
06269.sfm,0x1BD,10,,ヤタカラス,Yatagarasu
06269.sfm,0x1C8,8,,ピヨピヨ,Peep-Peep
06269.sfm,0x1D1,12,,チュンチュン,Chirp-Chirp
06269.sfm,0x1DE,18,,クックドゥードゥー,Cock-a-doodle-doo
06269.sfm,0x1F1,10,,オオカラス,Giant Crow
06269.sfm,0x1FC,10,,オニカラス,Ogre Crow
06269.sfm,0x207,10,,クロイトリ,Black Bird
06269.sfm,0x212,24,,このモンスターの名前は？,What's the name of this monster?
06269.sfm,0x22B,6,,やるな,Not bad.
06269.sfm,0x232,6,,ちがう,Wrong.
06269.sfm,0x239,25,,"あと一歩
というところだな","One step short,
I'd say."
06269.sfm,0x253,12,,ひねりすぎだ,Overthinking it.
06269.sfm,0x260,8,,あまいな,Naive.
06269.sfm,0x269,16,,そのまま････だな,A bit too... literal.
06269.sfm,0x27A,133,,"これしきの問題で
迷ってどうする","Dithering over a question
like this? Honestly."
06270.sfm,0x1B4,14,,カンバラーベア,Kumbara Bear
06270.sfm,0x1C3,10,,ゴッドベア,God Bear
06270.sfm,0x1CE,14,,ナンタラーベア,Whatsit Bear
06270.sfm,0x1DD,14,,ナンプラーベア,Fish Sauce Bear
06270.sfm,0x1EC,6,,月の輪,Moon Bear
06270.sfm,0x1F3,18,,かわいいクマちゃん,Cute Bear
06270.sfm,0x206,16,,つよいクマちゃん,Strong Bear
06270.sfm,0x217,14,,カンダターベア,Kandata Bear
06270.sfm,0x226,24,,このモンスターの名前は？,What's the name of this monster?
06270.sfm,0x23F,6,,やるな,Not bad.
06270.sfm,0x246,8,,あまいな,Naive.
06270.sfm,0x24F,23,,"そんなに
グミが好きか？","Do you like gummies
that much?"
06270.sfm,0x27C,25,,"お前のセンスは
わからんな","I don't get
your taste."
06270.sfm,0x296,26,,たしかに、強そうだがな････,"It does look strong, but..."
06270.sfm,0x2B1,25,,"おしい
････が間違えている","Close...
but wrong."
06270.sfm,0x2CB,52,,反応があまいっ,Too slow to react.
06271.sfm,0x1B4,16,,ゴーストが見える,See ghosts
06271.sfm,0x1C5,12,,グミが増える,More gummies
06271.sfm,0x1D2,10,,壁が壊せる,Break walls
06271.sfm,0x1DD,14,,死者が目覚める,Wake the dead
06271.sfm,0x1EC,28,,このアイテムの効果はなんだ？,What's the effect of this item?
06271.sfm,0x209,78,,"そう、このカンテラで
ゴーストが<03:00000010>････%Sあっ
<03:00000002>お前の後ろに、ゴーストが！","Yes, with this lantern,
ghosts<03:00000010>...%SAh!
<03:00000002>Behind you, a ghost!"
06271.sfm,0x258,12,yes,愚か者が････,You fool...
06271.sfm,0x265,30,,アイテムの方が壊れると思うがな,"I'd say the item is what
would break."
06271.sfm,0x284,8,,無理だな,Impossible.
06271.sfm,0x28D,114,,やる気がないのか？,Not even trying?
06272.sfm,0x1B4,8,,クレスタ,Cresta
06272.sfm,0x1BD,14,,ダリルシェイド,Darilsheid
06272.sfm,0x1CC,12,,アイグレッテ,Aigrette
06272.sfm,0x1D9,6,,リーネ,Lienea
06272.sfm,0x1E0,14,,ノイシュタット,Neuestadt
06272.sfm,0x1EF,14,,ハイデルベルグ,Heidelberg
06272.sfm,0x1FE,10,,ラシュアン,Rasheans
06272.sfm,0x209,10,,トーティス,Totus
06272.sfm,0x214,17,,"この街は
どこだ？","Which town
is this?"
06272.sfm,0x226,30,,そう、俺たちの街、クレスタだ！,"Yeah, it's our town, Cresta!"
06272.sfm,0x245,12,yes,違うって････,Wrong...
06272.sfm,0x252,17,,どこだ、そりゃ･･･,Where's that...
06272.sfm,0x264,155,,なんだ、降参か？,"What, giving up?"
06273.sfm,0x1B4,10,,ラグナ遺跡,Laguna Ruins
06273.sfm,0x1BF,18,,ハーメンツヴァレー,Harmentz Valley
06273.sfm,0x1D2,18,,ストレイライズ遺跡,Straylize Ruins
06273.sfm,0x1EE,12,,ユグドラシル,Yggdrasill
06273.sfm,0x1FB,12,,クラウディス,Cloudis
06273.sfm,0x208,14,,いざないの密林,Forest of Temptation
06273.sfm,0x217,10,,マグマ遺跡,Magma Ruins
06273.sfm,0x222,14,,これはどこだ？,Where is this?
06273.sfm,0x231,22,,まぁ、わかって当然だな,"Well, naturally you'd know."
06273.sfm,0x248,18,,そうじゃねぇよ････,That's not it...
06273.sfm,0x25B,32,,まぁ、遺跡って言えば遺跡だが････,"Well, ruins are ruins, I guess, but..."
06273.sfm,0x27C,18,,海じゃないだろ････,That's not the sea...
06273.sfm,0x28F,16,,違う世界の話か？,Is that from another world?
06273.sfm,0x2A0,39,,"うーん････
ある意味、正解だが････違う！","Hmm...
In a sense, correct... but no!"
06273.sfm,0x2C8,18,,どこだ、そりゃ････,Where's that...
06273.sfm,0x2DB,16,,うーん････近い！,Hmm... close!
06273.sfm,0x2EC,19,,なんだ、降参か？,"What, giving up?"
06274.sfm,0x1B4,14,,ハイデルベルグ,Heidelberg
06274.sfm,0x1C3,14,,ハイベルデルグ,Heidelburg
06274.sfm,0x1D2,16,,ノインシュタット,Neunstadt
06274.sfm,0x1E3,14,,ノイシュタット,Neuestadt
06274.sfm,0x1F2,16,,この街の名前は？,What's the name of this town?
06274.sfm,0x203,8,,正解だな,Correct.
06274.sfm,0x20C,8,yes,違うって,Nope.
06274.sfm,0x215,234,,時間切れだな,Time's up.
06275.sfm,0x1B4,12,,アップルグミ,Apple Gummy
06275.sfm,0x1C1,14,,レッドスライム,Red Slime
06275.sfm,0x1D0,6,,レンズ,Lens
06275.sfm,0x1D7,54,,"これはグミか？
それともレンズか？
はたまたスライムか？","Is this a gummy?
Or a Lens?
Or perhaps a slime?"
06275.sfm,0x20E,8,,正解だな,Correct.
06275.sfm,0x217,8,,違うって,Nope.
06275.sfm,0x220,223,,時間切れだな,Time's up.
06276.sfm,0x1B4,4,, 青 ,Blue
06276.sfm,0x1B9,4,, 赤 ,Red
06276.sfm,0x1BE,4,, 白 ,White
06276.sfm,0x1C3,4,, 黒 ,Black
06276.sfm,0x1C8,4,, 黄 ,Yellow
06276.sfm,0x1CD,4,, 緑 ,Green
06276.sfm,0x20D,8,,正解だな,Correct.
06276.sfm,0x216,8,yes,違うって,Nope.
06276.sfm,0x21F,224,,時間切れだな,Time's up.
06277.sfm,0x1B4,12,,アンスズーン,Ansuzun
06277.sfm,0x1C1,10,,ロディオン,Rodion
06277.sfm,0x1CC,10,,シュサイア,Shusaia
06277.sfm,0x1D7,10,,イグナシー,Ignasea
06277.sfm,0x1E2,12,,ベルクラント,Belcrant
06277.sfm,0x1EF,18,,この場所はどこだ？,Where is this place?
06277.sfm,0x202,95,yes,"中央の妙な形をしたマシンは
空中都市アンスズーンの
全機能をつかさどっている
マザーコンピュータだ","The odd machine in the center
is the mother computer running
all of floating city Ansuzun."
06277.sfm,0x262,6,yes,違う！,Wrong!
06277.sfm,0x269,150,,時間切れだ,Time's up.
06278.sfm,0x1B4,20,,おとなしく座って待つ,Sits quietly and waits
